#t 	 x1 	 y1 	 z1 	 x2 	 y2 	 z2 	 z1 	 z2 	 x3 	 y3 	 z3 	 x4 	 y4 	 z4 
1.32	-0.232563	0.266378	0	-0.233971	0.739531	0	0.233971	-0.739531	0	0.232563	-0.266378	0
1.34	-0.737741	0.311053	0	-0.153991	0.647168	0	0.153991	-0.647168	0	0.737741	-0.311053	0
1.36	-1.08949	0.281196	0	-0.0351568	0.471894	0	0.0351568	-0.471894	0	1.08949	-0.281196	0
1.38	-1.03021	0.138999	0	0.105644	0.250884	0	-0.105644	-0.250884	0	1.03021	-0.138999	0
1.4	-0.647397	-0.0514404	0	0.238128	0.0171633	0	-0.238128	-0.0171633	0	0.647397	0.0514404	0
1.42	-0.188621	-0.24149	0	0.360144	-0.21761	0	-0.360144	0.21761	0	0.188621	0.24149	0
1.44	0.274283	-0.426376	0	0.470258	-0.444319	0	-0.470258	0.444319	0	-0.274283	0.426376	0
1.46	0.695795	-0.564651	0	0.523289	-0.61238	0	-0.523289	0.61238	0	-0.695795	0.564651	0
1.48	0.897878	-0.518166	0	0.424289	-0.620887	0	-0.424289	0.620887	0	-0.897878	0.518166	0
1.5	0.773952	-0.254092	0	0.180857	-0.477771	0	-0.180857	0.477771	0	-0.773952	0.254092	0
1.52	0.501464	0.0779622	0	-0.101977	-0.28816	0	0.101977	0.28816	0	-0.501464	-0.0779622	0
1.54	0.200368	0.409245	0	-0.383187	-0.091782	0	0.383187	0.091782	0	-0.200368	-0.409245	0
1.56	-0.108351	0.72151	0	-0.650263	0.107602	0	0.650263	-0.107602	0	0.108351	-0.72151	0
1.58	-0.380867	0.922544	0	-0.836579	0.276816	0	0.836579	-0.276816	0	0.380867	-0.922544	0
1.6	-0.478959	0.821135	0	-0.796536	0.319329	0	0.796536	-0.319329	0	0.478959	-0.821135	0
1.62	-0.389312	0.463272	0	-0.542038	0.232484	0	0.542038	-0.232484	0	0.389312	-0.463272	0
1.64	-0.243074	0.0444786	0	-0.223498	0.108204	0	0.223498	-0.108204	0	0.243074	-0.0444786	0
1.66	-0.0920081	-0.377134	0	0.100245	-0.0187374	0	-0.100245	0.0187374	0	0.0920081	0.377134	0
1.68	0.0597621	-0.784505	0	0.422614	-0.144691	0	-0.422614	0.144691	0	-0.0597621	0.784505	0
1.7	0.18977	-1.05336	0	0.715135	-0.248174	0	-0.715135	0.248174	0	-0.18977	1.05336	0
1.72	0.219683	-0.944302	0	0.86565	-0.25902	0	-0.86565	0.25902	0	-0.219683	0.944302	0
1.74	0.143309	-0.538536	0	0.793803	-0.159888	0	-0.793803	0.159888	0	-0.143309	0.538536	0
1.76	0.0348615	-0.0684704	0	0.585352	-0.0190438	0	-0.585352	0.0190438	0	-0.0348615	0.0684704	0
1.78	-0.0761633	0.404206	0	0.336908	0.125514	0	-0.336908	-0.125514	0	0.0761633	-0.404206	0
1.8	-0.18354	0.855487	0	0.0810774	0.266057	0	-0.0810774	-0.266057	0	0.18354	-0.855487	0
1.82	-0.250281	1.1119	0	-0.171954	0.377625	0	0.171954	-0.377625	0	0.250281	-1.1119	0
1.84	-0.211775	0.92224	0	-0.398201	0.407106	0	0.398201	-0.407106	0	0.211775	-0.92224	0
1.86	-0.0983022	0.460457	0	-0.576379	0.355725	0	0.576379	-0.355725	0	0.0983022	-0.460457	0
1.88	0.0334258	-0.046749	0	-0.694539	0.258726	0	0.694539	-0.258726	0	-0.0334258	0.046749	0
1.9	0.162574	-0.551881	0	-0.732353	0.130924	0	0.732353	-0.130924	0	-0.162574	0.551881	0
1.92	0.262047	-0.990964	0	-0.67245	-0.0230335	0	0.67245	0.0230335	0	-0.262047	0.990964	0
1.94	0.267314	-1.10813	0	-0.519987	-0.187927	0	0.519987	0.187927	0	-0.267314	1.10813	0
1.96	0.17028	-0.79076	0	-0.313713	-0.328045	0	0.313713	0.328045	0	-0.17028	0.79076	0
1.98	0.0440806	-0.314153	0	-0.091735	-0.438488	0	0.091735	0.438488	0	-0.0440806	0.314153	0
2	-0.0835198	0.178522	0	0.13276	-0.531577	0	-0.13276	0.531577	0	0.0835198	-0.178522	0

